141250;LRK-4193;30/01/2018;42.253;01:47:03;20:53:47
141250;LRK-4193;31/01/2018;43.488;04:00:34;18:57:31
141250;LRK-4193;01/02/2018;40.586;01:46:36;22:05:38
141250;LRK-4193;02/02/2018;42.164;02:40:32;20:39:22
141250;LRK-4193;03/02/2018;0.000;00:00:00;23:00:00
141250;LRK-4193;04/02/2018;0.000;00:00:00;23:00:00
;;;212.268;12:02:54;150:06:45;

121115;LRD-3791;29/01/2018;0.006;00:03:28;23:48:32
121115;LRD-3791;30/01/2018;0.000;00:00:00;23:00:00
121115;LRD-3791;31/01/2018;0.004;00:08:45;22:00:56
121115;LRD-3791;01/02/2018;0.000;00:00:00;23:00:00
121115;LRD-3791;02/02/2018;0.000;00:00:00;23:00:00
121115;LRD-3791;03/02/2018;0.000;00:00:00;23:00:00
121115;LRD-3791;04/02/2018;0.000;00:00:00;23:00:00
;;;0.010;00:12:13;160:49:28;

